date,value
3/25/2021,21816100000000
3/24/2021,21840500000000
3/23/2021,21839500000000
3/22/2021,21843200000000
3/19/2021,21842900000000
3/18/2021,21843000000000
3/17/2021,21860400000000
3/16/2021,21859700000000
3/15/2021,21884800000000
3/12/2021,21786200000000
3/11/2021,21786500000000
3/10/2021,21816200000000
3/9/2021,21816500000000
3/8/2021,21840800000000
3/5/2021,21839400000000
3/4/2021,21839700000000
3/3/2021,21868000000000
3/2/2021,21867100000000
3/1/2021,21892700000000
2/26/2021,21755700000000
2/25/2021,21720700000000
2/24/2021,21760600000000
2/23/2021,21760200000000
2/22/2021,21815000000000
2/19/2021,21815200000000
2/18/2021,21815200000000
2/17/2021,21813600000000
2/16/2021,21812100000000
2/12/2021,21750100000000
2/11/2021,21750200000000
2/10/2021,21749900000000
2/9/2021,21750100000000
2/8/2021,21749000000000
2/5/2021,21749400000000
2/4/2021,21749800000000
2/3/2021,21749200000000
2/2/2021,21749800000000
2/1/2021,21749200000000
1/29/2021,21643900000000
1/28/2021,21629100000000
1/27/2021,21637000000000
1/26/2021,21637300000000
1/25/2021,21637200000000
1/22/2021,21637400000000
1/21/2021,21637700000000
1/20/2021,21636800000000
1/19/2021,21636400000000
1/15/2021,21636500000000
1/14/2021,21578700000000
1/13/2021,21578700000000
1/12/2021,21578900000000
1/11/2021,21578200000000
1/8/2021,21578400000000
1/7/2021,21578800000000
1/6/2021,21595700000000
1/5/2021,21594000000000
1/4/2021,21593300000000
12/31/2020,21632400000000
12/30/2020,21468500000000
12/29/2020,21468500000000
12/28/2020,21468900000000
12/24/2020,21445000000000
12/23/2020,21448200000000
12/22/2020,21447800000000
12/21/2020,21447600000000
12/18/2020,21446500000000
12/17/2020,21446500000000
12/16/2020,21447900000000
12/15/2020,21448000000000
12/14/2020,21350900000000
12/11/2020,21351100000000
12/10/2020,21351400000000
12/9/2020,21354200000000
12/8/2020,21354400000000
12/7/2020,21354700000000
12/4/2020,21355700000000
12/3/2020,21356300000000
12/2/2020,21341900000000
12/1/2020,21342200000000
11/30/2020,21349500000000
11/27/2020,21218600000000
11/25/2020,21197600000000
11/24/2020,21198300000000
11/23/2020,21208000000000
11/20/2020,21207800000000
11/19/2020,21207800000000
11/18/2020,21209700000000
11/17/2020,21209200000000
11/16/2020,21217700000000
11/13/2020,21157200000000
11/12/2020,21157200000000
11/10/2020,21163100000000
11/9/2020,21173700000000
11/6/2020,21172100000000
11/5/2020,21172500000000
11/4/2020,21159000000000
11/3/2020,21158500000000
11/2/2020,21166200000000
10/30/2020,21097000000000
10/29/2020,21079800000000
10/28/2020,21076200000000
10/27/2020,21074300000000
10/26/2020,21083100000000
10/23/2020,21084000000000
10/22/2020,21084400000000
10/21/2020,21090500000000
10/20/2020,21089300000000
10/19/2020,21098000000000
10/16/2020,21097600000000
10/15/2020,21097400000000
10/14/2020,21018000000000
10/13/2020,21016900000000
10/9/2020,21025000000000
10/8/2020,21025400000000
10/7/2020,21010500000000
10/6/2020,21008400000000
10/5/2020,21016400000000
10/2/2020,21015400000000
10/1/2020,21015300000000
9/30/2020,21019000000000
9/29/2020,20903700000000
9/28/2020,20913000000000
9/25/2020,20913600000000
9/24/2020,20891100000000
9/23/2020,20890500000000
9/22/2020,20890400000000
9/21/2020,20903500000000
9/18/2020,20903100000000
9/17/2020,20902700000000
9/16/2020,20901100000000
9/15/2020,20899200000000
9/14/2020,20835300000000
9/11/2020,20834500000000
9/10/2020,20834000000000
9/9/2020,20818200000000
9/8/2020,20814000000000
9/4/2020,20843500000000
9/3/2020,20842600000000
9/2/2020,20832900000000
9/1/2020,20831800000000
8/31/2020,20822000000000
8/28/2020,20728400000000
8/27/2020,20706000000000
8/26/2020,20699200000000
8/25/2020,20698900000000
8/24/2020,20687000000000
8/21/2020,20686300000000
8/20/2020,20686000000000
8/19/2020,20677800000000
8/18/2020,20677300000000
8/17/2020,20675800000000
8/14/2020,20614700000000
8/13/2020,20614300000000
8/12/2020,20595600000000
8/11/2020,20593600000000
8/10/2020,20602400000000
8/7/2020,20601400000000
8/6/2020,20601200000000
8/5/2020,20608700000000
8/4/2020,20607100000000
8/3/2020,20631600000000
7/31/2020,20634400000000
7/30/2020,20572000000000
7/29/2020,20584400000000
7/28/2020,20584100000000
7/27/2020,20613800000000
7/24/2020,20614000000000
7/23/2020,20614100000000
7/22/2020,20571200000000
7/21/2020,20568800000000
7/20/2020,20612300000000
7/17/2020,20612200000000
